,BTC,ETH,BNB,SOL,XRP,ADA,DOGE,AVAX
2015-07-02 23:33:10.050730,-0.008127922940568133,-0.06049215421581583,0.12287258639193135,0.08460721003462932,-0.08736576442632385,0.1403263694631027,-0.01910551425132917,-0.08190241481187607
2015-07-03 23:33:10.050730,0.11702877294628555,0.10020334675551754,-0.08038318498017247,0.08876978167242766,-0.08074031729163675,0.010580533850124252,-0.08912799876256275,0.10349193142676594
2015-07-04 23:33:10.050730,-0.043243442290029854,-0.04526736446899901,0.13172063028412834,-0.06865071356562152,0.06712443837328197,0.006807496867282881,0.02382454800501979,0.09770606540617352
2015-07-05 23:33:10.050730,0.04262016696865936,-0.06579212583380167,-0.06465676561952352,0.008702908725272768,0.02585027893617503,-0.06933015256857039,-0.07525977002979617,0.05265988043843137
2015-07-06 23:33:10.050730,-0.06367296977034867,0.09053714343541694,0.06804498129160419,-0.040702572792253366,-0.09939381140019013,-0.05475926948861376,-0.09417975883685242,0.09244554102628835
2015-07-07 23:33:10.050730,0.10886315312554115,-0.09707409484234147,-0.05044133457895686,0.11266934181194876,0.029913444516569604,0.10859295427387744,0.08191864065855828,-0.016596225149110494
2015-07-08 23:33:10.050730,0.022003666760896795,0.04039926593217183,0.09463967917694435,-0.05254522776558765,-0.08958557321526939,-0.005077930929100277,-0.039226340445913166,0.0282401521053742
2015-07-09 23:33:10.050730,-0.018223948350293895,0.13845370948043167,0.055000103683820745,0.05276234972240798,0.14733678092381944,0.12285254354409006,0.10013420826922032,0.0786361969138964
2015-07-10 23:33:10.050730,-0.013366043946429818,0.048428514268476636,-0.0469595466357591,-0.08151046873593001,0.0055037907796478824,-0.07323187513211027,0.14308315799964264,0.027675154469539137
2015-07-11 23:33:10.050730,0.0009538657861248023,0.010552501652034418,0.053540991957516326,-0.01508211730481282,0.07186791676041243,0.08790994668822916,-0.0025266940833832408,0.0307095378582129
2015-07-12 23:33:10.050730,-0.07909773806052817,0.03258063535611294,-0.07739130173798267,-0.09317070317169313,-0.052454604638530605,0.09930603926462603,-0.04869889135070596,0.11932553899594034
2015-07-13 23:33:10.050730,-0.039420117600918125,-0.0953021065586881,0.05484024799938822,-0.0500791921195331,0.008334230527733688,0.09589366595245796,0.10829135175398025,0.05586949541291014
2015-07-14 23:33:10.050730,-0.09686401686813734,-0.04798914789638106,0.13425414720698164,0.1277806566062962,0.14991307144562935,0.0885405556617749,0.046734101912839304,0.04277105208125517
2015-07-15 23:33:10.050730,-0.03040076135911876,0.036527414295818905,0.0010089915710802533,-0.0258475830757372,0.012022611634788294,0.08474995202532162,-0.058044021002379875,-0.07819034323360805
2015-07-16 23:33:10.050730,-0.06684313554453444,0.022607754383044576,0.046975040259974815,0.02619397032712964,0.009962488998315838,0.11741743317414091,0.04894150141572268,0.1264244561177047
2015-07-17 23:33:10.050730,0.07144094188948702,-0.07608181138542805,0.050642536299006974,0.03477997912216016,0.11429603456099788,0.1253702053669767,0.0314689605761134,-0.044475458981824034
2015-07-18 23:33:10.050730,0.01088032147857168,-0.07206386991185912,0.014133679744450234,-0.022899929130243107,-0.042605900366066235,0.031869400838398704,0.08663458081910197,0.11385706401008541
2015-07-19 23:33:10.050730,-0.055471363368875315,-0.0309866462687301,0.13821017105864422,0.02039509712794202,-0.09275288914292928,0.0608696744352116,0.007109989399262301,0.0010156128596666425
2015-07-20 23:33:10.050730,0.08831594273590052,0.059833079781360154,-0.054740308048937814,0.0604076615516588,-0.02066574498167148,-0.0031569281722467757,0.1436215577117926,-0.016008133008806658
2015-07-21 23:33:10.050730,0.08705455171278847,0.10651034277901342,0.031122369635804475,0.07263303653256808,0.005479503863155766,0.05324911280539216,-0.08459037203670783,-0.005942854016436794
2015-07-22 23:33:10.050730,-0.09698462034163158,0.14113102322608764,0.12306394177318686,-0.056386289549017726,0.14713161082454804,0.012765238293241471,0.0064994009294104815,0.09768214202432152
2015-07-23 23:33:10.050730,-0.08968711010684818,-0.0637291073208362,0.1262107669923584,0.13256813821792002,0.12801150637243006,0.09753952106685909,0.09864711623106243,0.07482348634104319
2015-07-24 23:33:10.050730,0.11756148810275957,0.01679780784835372,-0.08915581998290933,-0.013822657101430491,0.020620148024525775,-0.010106697853482366,0.05141332979681296,0.0803900135795739
2015-07-25 23:33:10.050730,-0.06862244487571709,-0.08710699082466877,-0.06059726157980472,-0.07536486540876658,0.02708457763082256,0.06953548748262517,0.14359612272552352,0.09564226145356008
2015-07-26 23:33:10.050730,0.10564781577271204,-0.07760803344921383,-0.06577763132240924,0.09126675751713603,0.1325609807966513,0.06708782095158058,-0.051722072223216786,0.1450918868496626
2015-07-27 23:33:10.050730,-0.0038393770415349193,-0.09463321929041932,0.08175638582385353,0.031829555695992884,0.018199943147955838,0.10939354252312425,0.04423673518502111,0.08186620531245423
2015-07-28 23:33:10.050730,0.023737270476451966,-0.05605691662784831,-0.03257363423910167,0.08091614312215059,0.11077767472802297,0.10320762874500894,0.09231688253491371,-0.024113165150675547
2015-07-29 23:33:10.050730,0.00675007279962786,-0.06719292158414222,-0.06215819407764622,0.1078578415093607,0.1288851233825214,0.09502280368993074,0.04895835845774066,-0.09241722841289504
2015-07-30 23:33:10.050730,0.10856977934050718,-0.05601132946102058,-0.04337489325989305,0.045321236385175157,0.1360733846747137,0.10710972318733517,-0.06337269027493159,-0.023601995955818578
2015-07-31 23:33:10.050730,0.03168012729772954,-0.057748080447772826,0.11729379668333081,0.13348239304924595,-0.012273991208270663,0.07134488180699458,-0.0727252682909636,0.05229006511362863
2015-08-01 23:33:10.050730,-0.03284303008990236,-0.051071075672496774,0.020680766488415242,0.057086133312171716,0.08840763620690484,0.11265268868858769,0.14921843668781584,0.010835816244757601
2015-08-02 23:33:10.050730,0.12753741070507268,-0.06282520725750215,-0.04632789358907896,0.07535781192233179,-0.09740713916271504,0.01656874357868232,-0.09379992391673422,0.03270795780563643
2015-08-03 23:33:10.050730,-0.03835186466295748,0.09163075614349647,-0.022020344046275342,0.027626961960529967,0.08285948926075654,-0.016192617204826842,0.12489133816038542,0.03488768392936861
2015-08-04 23:33:10.050730,-0.028767630946483436,0.14590426171867316,0.07450993112667512,-0.041879669633984734,0.06660116585815162,-0.021927132987072384,-0.055911505850612664,-0.009359834656367916
2015-08-05 23:33:10.050730,-0.04880333306156978,-0.06670506262864109,0.11337073358428981,0.1361410263050958,-0.06885965464260313,0.0992431514156343,-0.05352541259979121,0.10236565317149923
2015-08-06 23:33:10.050730,-0.03518654880431027,-0.024441031797840074,0.002739727019925392,-0.08247840762454675,0.022153750865884198,0.13695125074394723,0.03611241176559635,-0.06566456465351309
